Albums,Bio,Born,Born In,Dies,Listeners,Period,Similar Composers,Tags,Top Songs,composer,wiki
"['Jacob Obrecht - OBRECHT: Missa Caput / Salve Regina', 'Jacob Obrecht - Allegri: Miserere; Tallis: Lamentations of Jeremiah & other Renaissance Masterpieces', 'Jacob Obrecht - ""L\'Amore Mi Fa Sollazar"" Concierto De Música Renacentista Para Instrumentos Diseñados Por Leonardo Da Vinci', 'Jacob Obrecht - Obrecht: Missa O Lumen Ecclesiae - Ave Regina Caelorum - Alma Redemptoris Mater - Missa Malheur Me Bat', 'Jacob Obrecht - Art & Music: Riemenschneider - Music Of His Time']","Jacob Obrecht (1457/1458 – late July, 1505) was a Flemish composer of the Renaissance. He was the most famous composer of masses in Europe in the late 15th century, only being eclipsed by Josquin Desprez after his death, and in addition wrote many motets and songs. <a href=""https://www.last.fm/music/Jacob+Obrecht"">Read more on Last.fm</a>",1457,"Ghent, Oost-Vlaanderen, Flanders, Belgium",July 1505 (aged 48),8756,Renaissance,"['Jacobus Clemens non Papa', 'Pierre de La Rue', 'Adrian Willaert', 'Nicolas Gombert', 'Heinrich Isaac']",[],"['Jacob Obrecht - Rompeltier', ""Jacob Obrecht - Stat ('tsaat) ein meskin"", 'Jacob Obrecht - Salve Regina (4 Voices)', 'Jacob Obrecht - Venit Ad Petrum (Mode 8)', 'Jacob Obrecht - Salve Regina (six-part)', 'Jacob Obrecht - III Credo', 'Jacob Obrecht - Salve Regina (6 Voices)', 'Jacob Obrecht - V Agnus Dei', 'Jacob Obrecht - Missa Caput: Kyrie', 'Jacob Obrecht - Stat ein Meskin']",Jacob Obrecht,/wiki/Jacob_Obrecht
"['Alexander Agricola - AGRICOLA: Fortuna desperata', 'Alexander Agricola - Agricola: Missa Malheur Me Bat / Missa In Minen Zin', 'Alexander Agricola - Agricola: Chansons', 'Alexander Agricola - World of Early Music', 'Alexander Agricola - A Secret Labyrinth']","Alexander Agricola (1445 or 1446 – August 1506) was a Franco-Flemish composer of the Renaissance.  As is common with composers of the period, very little is known of his early life, not even his place of birth. He may have been born in present-day Germany, since he is referred to in some Italian documents as d'Allemagno or d'Allemagna.  Most of his life he spent in posts in Italy, France and the Low Countries, though there are gaps where his activities are not known, and he seems to have left many of his posts without permission. <a href=""https://www.last.fm/music/Alexander+Agricola"">Read more on Last.fm</a>",1446,"Ghent, Oost-Vlaanderen, Flanders, Belgium",15 August 1506 (aged 60),5834,Renaissance,"['Thomas Tomkins', 'Jacobus Clemens non Papa', 'Pierre de La Rue', 'Antoine Brumel', 'Heinrich Isaac']",[],"['Alexander Agricola - Ay je rien fet', 'Alexander Agricola - Missa, ""In myne zin"": Agnus Dei: Agnus I', 'Alexander Agricola - De tous bien plaine I', 'Alexander Agricola - Guarde vostre visage I', 'Alexander Agricola - De tous biens plaine', 'Alexander Agricola - Fortuna desperata', 'Alexander Agricola - Soit loing ou pres', 'Alexander Agricola - Allez, regretz', ""Alexander Agricola - Adieu m'amour I"", ""Alexander Agricola - Adieu m'amour II""]",Alexander Agricola,/wiki/Alexander_Agricola
"['Loyset Compère - Jean Mouton: Missa Dictes moy toutes voz pensées', ""Loyset Compère - Anne Boleyn's Songbook: Music & Passions of a Tudor Queen"", 'Loyset Compère - Orlando Consort - Loyset Compère', 'Loyset Compère - Madrigals', 'Loyset Compère - Medieval Christmas']","Loyset Compère (c. 1445 – 16 August 1518) was a French composer of the Renaissance. Of the same generation as Josquin Desprez, he was one of the most significant composers of motets and chansons of that era, and one of the first musicians to bring the light Italianate Renaissance style to France.  His exact place of birth is not known, but documents of the time assign him to a family from the province of Artois (in modern France), and suggest he may have been born in Hainaut (in modern Belgium). <a href=""https://www.last.fm/music/+noredirect/Loyset+Comp%C3%A8re"">Read more on Last.fm</a>",1446,"Ghent, Oost-Vlaanderen, Flanders, Belgium",15 August 1506 (aged 60),720,Renaissance,"['Antoine Busnois', 'Jean Mouton', 'Alexander Agricola', 'Philippe Verdelot', 'Josquin des Prez']",[],"['Loyset Compère - Venite amanti insieme', 'Loyset Compère - Paranimphus salutat virginem (arr. D. Skinner for choir)', 'Loyset Compère - Compère: Dictes moy toutes voz pensées', 'Loyset Compère - Omnium bonorum plena', 'Loyset Compère - Scaramella', ""Loyset Compère - Nous sommes de l'ordre de Saint Babouyn"", 'Loyset Compère - O admirabile commercium', ""Loyset Compère - Se J'ay Parlé"", 'Loyset Compère - Seray Je Vostre Mieulx Amée', 'Loyset Compère - Ave Maria']",Loyset Compère,/wiki/Loyset_Comp%C3%A8re
"['Antoine Busnois - Music for the Bentivoglio: Unica and highlights from codex Q 18', 'Antoine Busnois - Amours amours amours', 'Antoine Busnois - Saints and Sinners - The Music of Medieval and Renaissance Europe', 'Antoine Busnois - Oh Flanders Free: Music of the Flemish Renaissance', 'Antoine Busnois - 6 Masses Attributed To Antoine Busnoys']","Antoine Busnois (also Busnoys) (c. 1430 – November 6, 1492) was a French composer and poet of the early Renaissance Burgundian School. While also noted as a composer of sacred music, such as motets, he was one of the most renowned 15th-century composers of secular chansons. He was the leading figure of the late Burgundian school after the death of Guillaume Dufay.   Biography While details of his early life are largely conjectural, he was probably from the vicinity of Béthune in the Pas de Calais <a href=""https://www.last.fm/music/Antoine+Busnois"">Read more on Last.fm</a>",1430,"Béthune, Pas-de-Calais, Hauts-de-France, France",6 November 1492 (aged 62),3620,Renaissance,"['Giacomo Gorzanis', 'Joachim van den Hove', 'Francis Pilkington', 'Cuthbert Hely', 'Guillaume Morlaye']",[],"['Antoine Busnois - Amours Amours Amours', 'Antoine Busnois - De tous bien plein', 'Antoine Busnois - Alleluya', 'Antoine Busnois - Fortuna desperata', 'Antoine Busnois - Noel, noel: Noel', 'Antoine Busnois - Gaude caelestis Domina', 'Antoine Busnois - Le Serviteur, à 4', 'Antoine Busnois - In hydraulis', 'Antoine Busnois - Magnificat Octavi Toni', 'Antoine Busnois - Conditor Alme Siderum']",Antoine Busnois,/wiki/Antoine_Busnois
"['Walter Frye - Music of the English Renaissance', 'Walter Frye - The Rose, The Lily & The Whortleberry - Medieval And Renaissance Gardens In Music', 'Walter Frye - Frye: Trinitatis dies', 'Walter Frye - Treasury of English Church Music', 'Walter Frye - Colours In The Dark']","Walter Frye (d. 1474?) was an English composer of the early Renaissance.  Nothing certain is known about his life. He may have been a ""Walter Cantor"" at Ely Cathedral between 1443 and 1466, and he may have been the Walter Frye who joined the London Parish Clerks in 1456; he also may have been the Walter Frye who left a will at Canterbury in 1474.  Most of Frye's music survives in manuscripts from the continent, which has suggested to scholars that <a href=""https://www.last.fm/music/Walter+Frye"">Read more on Last.fm</a>",,,1474 (aged None),393,Renaissance,"['John Dunstable', 'Antoine Busnois', '[anonymous]', 'Johannes Ockeghem', 'Leonel Power']",[],"['Walter Frye - Missa - Flos Regalis: Agnus Dei', 'Walter Frye - Tout a par moy', 'Walter Frye - O florens rosa', 'Walter Frye - Sospitati Dedit', 'Walter Frye - So Ys Emprentid', 'Walter Frye - Trinitatis Dies', 'Walter Frye - Salve Virgo', 'Walter Frye - Ave regina celorum', 'Walter Frye - Ave regina', 'Walter Frye - Alas, Alas Is My Chief Song']",Walter Frye,/wiki/Walter_Frye
"['Johannes Ockeghem - OCKEGHEM: Requiem / Missa Prolationum', ""Johannes Ockeghem - Missa l'homme arme"", 'Johannes Ockeghem - Ockeghem : Requiem, Missa ""Mi-Mi"", Missa Prolationum', ""Johannes Ockeghem - OCKEGHEM: Missa L'homme arme / JOSQUIN: Memor esto verbi tui"", 'Johannes Ockeghem - Oh Flanders Free: Music of the Flemish Renaissance']","Johannes Ockeghem (c. 1410, Saint-Ghislain, Belgium – 6 February 1497, Tours, France) was the leading composer of the second generation of the Franco-Flemish School. Ockeghem is often considered the most important composer between Guillaume Dufay and Josquin Desprez.  Recent research has shown that Ockeghem was born in the town of Saint-Ghislain; many older biographies state that he was either born in the town of his name or in the neighboring town of Dendermonde in East Flanders (now part of modern Belgium), part of the Duchy of Burgundy. <a href=""https://www.last.fm/music/Johannes+Ockeghem"">Read more on Last.fm</a>",,,1474 (aged None),26380,Renaissance,"['Orlande de Lassus', 'Guillaume Dufay', 'Thomas Weelkes', 'Orlando Gibbons', 'John Taverner']",[],"['Johannes Ockeghem - Kyrie', 'Johannes Ockeghem - Intemerata Dei mater', 'Johannes Ockeghem - Alma redemptoris mater', 'Johannes Ockeghem - Ma maistresse', ""Johannes Ockeghem - D'ung aultre amer"", 'Johannes Ockeghem - Offertorium', 'Johannes Ockeghem - Sanctus', 'Johannes Ockeghem - Introitus', 'Johannes Ockeghem - Agnus dei', ""Johannes Ockeghem - L'homme arme - Kyrie""]",Johannes Ockeghem,/wiki/Johannes_Ockeghem
"[""Guillaume Dufay - DUFAY: Missa L' homme arme"", 'Guillaume Dufay - DUFAY: Chansons', 'Guillaume Dufay - O Gemma Lux [Huelgas Ensemble]', 'Guillaume Dufay - Dufay: O gemma lux', 'Guillaume Dufay - Dufay: Motets']","Guillaume Dufay (most probably 1397 - 1474) was an early renaissance composer, and the first of many polyphonic masters from the Low Countries (modern Belgium, the Netherlands, and northern France).  He was not an innovator, with the exception of a few late works, and wrote within a stable tradition. He was one of the last composers to make use of mediaeval techniques such as isorhythm, but one of the first to use the harmonies, phrasing, and expressive melodies characteristic of the early Renaissance. <a href=""https://www.last.fm/music/Guillaume+Dufay"">Read more on Last.fm</a>",5 August 1397,"Beersel, Vlaams-Brabant, Flanders, Belgium",27 November 1474 (aged 77),37976,Renaissance,"['Johannes Ockeghem', 'Orlande de Lassus', 'Thomas Weelkes', 'Orlando Gibbons', 'John Dunstable']",[],"['Guillaume Dufay - Gloria', 'Guillaume Dufay - Adieu ces bons vins de Lannoys', 'Guillaume Dufay - Kyrie', 'Guillaume Dufay - Nuper rosarum flores', 'Guillaume Dufay - Agnus Dei', 'Guillaume Dufay - Ave maris stella', 'Guillaume Dufay - Supremum est mortalibus bonum', 'Guillaume Dufay - Se la face ay pale', 'Guillaume Dufay - Jubilate Deo', ""Guillaume Dufay - J'ay mis mon cuer""]",Guillaume Dufay,/wiki/Guillaume_Dufay
"['Gilles Binchois - Binchois: Triste Plaisir', 'Gilles Binchois - The Borgia Dynasty', 'Gilles Binchois - Gilles Binchois - chansons', 'Gilles Binchois - c.1300-c.2000', 'Gilles Binchois - Pro Pacem']","Gilles de Binchois or Bins (c. 1400 – September 20, 1460), was a Franco-Flemish composer, one of the earliest members of the Burgundian School, and one of the three most famous composers of the early 15th century. While often ranked behind his contemporaries Guillaume Dufay and John Dunstable, at least by contemporary scholars, his influence was arguably greater than either, since his works were cited, borrowed and used as source material more often than those by any other composer of the time. <a href=""https://www.last.fm/music/Gilles+Binchois"">Read more on Last.fm</a>",1400,"Mons, Hainaut, Wallonie, Belgium",20 September 1460 (aged 60),4083,Renaissance,"['Antoine Busnois', 'Guillaume Dufay', 'Johannes Cornago', 'Josquin des Prez', 'AUSIAS MARCH']",[],"['Gilles Binchois - Binchois: Triste plaisir', 'Gilles Binchois - Da Pacem - Gilles Binchois', 'Gilles Binchois - Triste plaisir', 'Gilles Binchois - Chansons: De plus en plus se renouvelle', 'Gilles Binchois - Da Pacem', 'Gilles Binchois - Dueil angoisseus', 'Gilles Binchois - Binchois: Triste plaisir et douleureuse joie', 'Gilles Binchois - Chansons: Je me recommande humblement', 'Gilles Binchois - Chansons: Triste plaisir et douleureuse joie', 'Gilles Binchois - Agnus Dei']",Gilles Binchois,/wiki/Gilles_Binchois
"['John Dunstable - JOHN DUNSTAPLE: Masses & Motets', 'John Dunstable - Dunstable: Quam Pulchra Es / Veni Sancte Spiritus / Mass Movements', 'John Dunstable - Tudor City', 'John Dunstable - Medieval & Gregorian Chant', 'John Dunstable - Dunstable - Motets']","John Dunstaple redirects here.  John Dunstaple or Dunstable (c. 1390 – December 24, 1453) was an English composer of polyphonic music of the late medieval era and early Renaissance. He was one of the most famous composers active in the early 15th century, a near-contemporary of Leonel Power, and was widely influential, not only in England but on the continent, especially in the developing style of the Burgundian School.  The spelling ""Dunstaple"" is generally to be preferred <a href=""https://www.last.fm/music/John+Dunstable"">Read more on Last.fm</a>",,,24 December 1453 (aged None),14508,Renaissance,"['Jacob Obrecht', 'Pierre de La Rue', 'Manuel Cardoso', 'Nicolas Gombert', 'Claudin de Sermisy']",[],"['John Dunstable - Quam pulchra es, JD 44', 'John Dunstable - Sanctus, JD 6', 'John Dunstable - Veni Sancte Spiritus - Veni Creator', 'John Dunstable - Agnus Dei, JD 14', 'John Dunstable - Credo (Jesu Christe Fili Dei), JD 16', 'John Dunstable - Gloria (Jesu Christe Fili Dei), JD 15', 'John Dunstable - Credo a 4, JD 12', 'John Dunstable - Sanctus (Da gaudiorum premia), JD 18', 'John Dunstable - Gloria in canon (reconstructed M. Bent)', 'John Dunstable - Gloria a 4, JD 11']",John Dunstable,/wiki/John_Dunstable
"['Leonel Power - The Rose, the Lily & the Whortleberry - Medieval and Renaissance Gardens in Music', ""Leonel Power - Music at All Soul's, Oxford"", 'Leonel Power - A Medieval Christmas', 'Leonel Power - Discover the History of Classical Music - The Medieval Period', 'Leonel Power - On the Way to Bethlehem: Music of the Medieval Pilgrim']","Leonel Power (1370 to 1385 – June 5, 1445) was an English composer of the late Medieval and early Renaissance eras. Along with John Dunstaple also known as John Dunstable, he was one of the major figures in English music in the early 15th century.  A few details of his life are known with certainty, and some others are speculative. He was probably from Kent, and likely born between 1370 and 1385, based on stylistic evidence of his music as well as his probable age during his known appointments. <a href=""https://www.last.fm/music/Leonel+Power"">Read more on Last.fm</a>",,"Kent, England, United Kingdom",5 June 1445 (aged None),2487,Renaissance,"['Niccolò da Perugia', 'Andrea da Firenze', 'Bartolino da Padova', 'Petrus de Cruce', 'Matteo da Perugia']",[],"['Leonel Power - Motet - Quam pulchra es', 'Leonel Power - Beata progenies', 'Leonel Power - Credo', 'Leonel Power - Sanctus', 'Leonel Power - Leonel Power: Credo', 'Leonel Power - Power: Salve Regina', 'Leonel Power - Power: Messen und Motetten: Ave Regina, OH 43 - 3-stimmige Motette', 'Leonel Power - Power: Messen und Motetten: Gloria, OH 21 - 5-stimmig', 'Leonel Power - Power: Messen und Motetten: Beata viscera - 3-stimmige Motette', 'Leonel Power - Missa ""Alma redemptoris mater"": Gloria']",Leonel Power,/wiki/Leonel_Power
"['Oswald von Wolkenstein - Wolkenstein: ""Songs of Myself""', 'Oswald von Wolkenstein - Argentum et aurum', 'Oswald von Wolkenstein - Classical Music for Kicking Back', 'Oswald von Wolkenstein - Classical Hits of Early Music', 'Oswald von Wolkenstein - Wolkenstein, O. Von: Vocal Music']","Oswald von Wolkenstein (1376 or 1377, presumably in Castle Schöneck in Kiens – August 2, 1445 in Meran) was a poet, composer and diplomat. In the latter capacity, he traveled through much of Europe, even as far as Georgia (as recounted in ""Durch Barbarei, Arabia""), and was inducted into the Order of the Dragon. He lived for a time in Seis am Schlern.   <a href=""https://www.last.fm/music/Oswald+von+Wolkenstein"">Read more on Last.fm</a>",1377,,2 August 1445 (aged 68),4335,Renaissance,"['Lorenzo da Firenze', 'Johannes Ciconia', 'Gherardello da Firenze', 'Andrea da Firenze', 'Baude Cordier']",[],"['Oswald von Wolkenstein - Es fügt sich: I, II, III', 'Oswald von Wolkenstein - Skak - Frolich geschrai so well wir machen', 'Oswald von Wolkenstein - Zergangen Ist Meins Herzen We', 'Oswald von Wolkenstein - Vil lieber grüsse süsse', 'Oswald von Wolkenstein - Durch Barbarei, Arabia', 'Oswald von Wolkenstein - Nu Rue Mit Sorgen', 'Oswald von Wolkenstein - Der mai mit lieber zal', 'Oswald von Wolkenstein - Der oben swebt', 'Oswald von Wolkenstein - Herz, Müt, Leib, Sel', 'Oswald von Wolkenstein - Ach, Senliches Leiden']",Oswald von Wolkenstein,/wiki/Oswald_von_Wolkenstein
"['Giovanni Battista Pergolesi - Musica sacra', 'Giovanni Battista Pergolesi - PERGOLESI: Stabat Mater / Salve Regina in C minor', 'Giovanni Battista Pergolesi - Pergolesi: Stabat Mater, Laudate pueri & Confitebor', 'Giovanni Battista Pergolesi - PERGOLESI: Stabat Mater / Orfeo', 'Giovanni Battista Pergolesi - Pergolesi: Stabat mater; Salve regina']","Giovanni Battista Pergolesi (January 4, 1710 – March 16, 1736) was an Italian composer, violinist and organist.  Pergolesi was born in Jesi, Italy, where he studied music under Francesco Santini there before going to Naples in 1725 where he studied under Gaetano Greco among others. He spent most of his life working in Neapolitan courts.  Pergolesi was one of the most important early composers of opera buffa (comic opera). His opera seria Il prigioner superbo contained the two act buffa intermezzo <a href=""https://www.last.fm/music/Giovanni+Battista+Pergolesi"">Read more on Last.fm</a>",4 January 1710,"Iesi, Ancona, Marche, Italy",16 March 1736 (aged 26),169107,Baroque,"['Alessandro Scarlatti', 'Georg Friedrich Händel', 'Henry Purcell', 'Claudio Monteverdi', 'Jean-Philippe Rameau']",[],"['Giovanni Battista Pergolesi - Stabat mater dolorosa', 'Giovanni Battista Pergolesi - Stabat Mater 07', 'Giovanni Battista Pergolesi - Miserere II in C minor 07', 'Giovanni Battista Pergolesi - Salve Regina in C minor 4', 'Giovanni Battista Pergolesi - Magnificat in C major 2', 'Giovanni Battista Pergolesi - Salve Regina', 'Giovanni Battista Pergolesi - Quae moerebat et dolebat', 'Giovanni Battista Pergolesi - Miserere II in C minor 09', 'Giovanni Battista Pergolesi - Miserere II in C minor 12', 'Giovanni Battista Pergolesi - Stabat Mater 05']",Giovanni Battista Pergolesi,/wiki/Giovanni_Battista_Pergolesi
